window,groups,grouped_log_loss,grouped_brier_score,top_bucket_accuracy,uniform_grouped_log_loss,uniform_grouped_brier_score,max_so_far_bucket_accuracy
early_09_10,29155,1.18155547582698,0.0647721151018434,0.5947521865889213,2.197224577336219,0.09876543209876545,0.36350540216086435
all,29155,1.18155547582698,0.0647721151018434,0.5947521865889213,2.197224577336219,0.09876543209876545,0.36350540216086435
