window,groups,grouped_log_loss,grouped_brier_score,top_bucket_accuracy,uniform_grouped_log_loss,uniform_grouped_brier_score,max_so_far_bucket_accuracy
early_09_10,3632,2.545497187519865,0.11652648923247037,0.08920704845814978,2.197224577336219,0.09876543209876543,0.11536343612334801
late_13_plus,3639,1.7412182717394282,0.08830839720196976,0.3352569387194284,2.197224577336219,0.09876543209876543,0.5397087111843913
midday_11_12,3632,2.1717890135865563,0.10184606899991205,0.2073237885462555,2.197224577336219,0.09876543209876543,0.22466960352422907
all,10903,2.152570556111006,0.10221804906154096,0.21067596074474915,2.197224577336219,0.09876543209876543,0.29340548472897365
