window,groups,grouped_log_loss,grouped_brier_score,top_bucket_accuracy,uniform_grouped_log_loss,uniform_grouped_brier_score,max_so_far_bucket_accuracy
early_09_10,3632,2.5234746832684825,0.11537445345484691,0.10435022026431719,2.197224577336219,0.09876543209876543,0.11536343612334801
late_13_plus,3639,1.717891262309164,0.0873124873749682,0.34487496564990383,2.197224577336219,0.09876543209876543,0.5397087111843913
midday_11_12,3632,2.142133173296641,0.10099570488193675,0.21640969162995594,2.197224577336219,0.09876543209876543,0.22466960352422907
all,10903,2.127569846701603,0.10121861475160118,0.2219572594698707,2.197224577336219,0.09876543209876543,0.29340548472897365
