station,city,timezone,local_date,prediction_date,prediction_snapshot_time_local,prediction_hour_local,prediction_day_of_year,target_day_of_year,current_temp,today_high_so_far,threshold,threshold_minus_current_temp,threshold_minus_today_high_so_far,temp_change_1h,temp_change_3h,dewpoint,wind_speed,wind_dir_sin,wind_dir_cos,cloud_cover_code,prior_day_high,prior_3day_high_mean,prior_7day_high_mean,prior_day_high_minus_threshold,prior_7day_high_mean_minus_threshold,target_final_high_tmpf,target
KATL,Atlanta,America/New_York,2022-01-02,2022-01-01,2022-01-01 19:52:00+00:00,14,1,2,78.0,78.0,69.0,-9.0,-9.0,,,65.0,13.0,-0.3420201433256686,-0.9396926207859084,2,,,,,,73.0,1
KATL,Atlanta,America/New_York,2022-01-02,2022-01-01,2022-01-01 19:52:00+00:00,14,1,2,78.0,78.0,70.0,-8.0,-8.0,,,65.0,13.0,-0.3420201433256686,-0.9396926207859084,2,,,,,,73.0,1
KATL,Atlanta,America/New_York,2022-01-02,2022-01-01,2022-01-01 19:52:00+00:00,14,1,2,78.0,78.0,71.0,-7.0,-7.0,,,65.0,13.0,-0.3420201433256686,-0.9396926207859084,2,,,,,,73.0,1
KATL,Atlanta,America/New_York,2022-01-02,2022-01-01,2022-01-01 19:52:00+00:00,14,1,2,78.0,78.0,72.0,-6.0,-6.0,,,65.0,13.0,-0.3420201433256686,-0.9396926207859084,2,,,,,,73.0,1
KATL,Atlanta,America/New_York,2022-01-02,2022-01-01,2022-01-01 19:52:00+00:00,14,1,2,78.0,78.0,73.0,-5.0,-5.0,,,65.0,13.0,-0.3420201433256686,-0.9396926207859084,2,,,,,,73.0,1
KATL,Atlanta,America/New_York,2022-01-02,2022-01-01,2022-01-01 19:52:00+00:00,14,1,2,78.0,78.0,74.0,-4.0,-4.0,,,65.0,13.0,-0.3420201433256686,-0.9396926207859084,2,,,,,,73.0,0
KATL,Atlanta,America/New_York,2022-01-02,2022-01-01,2022-01-01 19:52:00+00:00,14,1,2,78.0,78.0,75.0,-3.0,-3.0,,,65.0,13.0,-0.3420201433256686,-0.9396926207859084,2,,,,,,73.0,0
KATL,Atlanta,America/New_York,2022-01-02,2022-01-01,2022-01-01 19:52:00+00:00,14,1,2,78.0,78.0,76.0,-2.0,-2.0,,,65.0,13.0,-0.3420201433256686,-0.9396926207859084,2,,,,,,73.0,0
KATL,Atlanta,America/New_York,2022-01-02,2022-01-01,2022-01-01 19:52:00+00:00,14,1,2,78.0,78.0,77.0,-1.0,-1.0,,,65.0,13.0,-0.3420201433256686,-0.9396926207859084,2,,,,,,73.0,0
KATL,Atlanta,America/New_York,2022-01-03,2022-01-02,2022-01-02 19:57:00+00:00,14,2,3,57.0,73.0,45.0,-12.0,-28.0,,,55.0,0.0,0.0,1.0,3,78.0,78.0,78.0,33.0,33.0,49.0,1
KATL,Atlanta,America/New_York,2022-01-03,2022-01-02,2022-01-02 19:57:00+00:00,14,2,3,57.0,73.0,46.0,-11.0,-27.0,,,55.0,0.0,0.0,1.0,3,78.0,78.0,78.0,32.0,32.0,49.0,1
KATL,Atlanta,America/New_York,2022-01-03,2022-01-02,2022-01-02 19:57:00+00:00,14,2,3,57.0,73.0,47.0,-10.0,-26.0,,,55.0,0.0,0.0,1.0,3,78.0,78.0,78.0,31.0,31.0,49.0,1
KATL,Atlanta,America/New_York,2022-01-03,2022-01-02,2022-01-02 19:57:00+00:00,14,2,3,57.0,73.0,48.0,-9.0,-25.0,,,55.0,0.0,0.0,1.0,3,78.0,78.0,78.0,30.0,30.0,49.0,1
KATL,Atlanta,America/New_York,2022-01-03,2022-01-02,2022-01-02 19:57:00+00:00,14,2,3,57.0,73.0,49.0,-8.0,-24.0,,,55.0,0.0,0.0,1.0,3,78.0,78.0,78.0,29.0,29.0,49.0,1
KATL,Atlanta,America/New_York,2022-01-03,2022-01-02,2022-01-02 19:57:00+00:00,14,2,3,57.0,73.0,50.0,-7.0,-23.0,,,55.0,0.0,0.0,1.0,3,78.0,78.0,78.0,28.0,28.0,49.0,0
KATL,Atlanta,America/New_York,2022-01-03,2022-01-02,2022-01-02 19:57:00+00:00,14,2,3,57.0,73.0,51.0,-6.0,-22.0,,,55.0,0.0,0.0,1.0,3,78.0,78.0,78.0,27.0,27.0,49.0,0
KATL,Atlanta,America/New_York,2022-01-03,2022-01-02,2022-01-02 19:57:00+00:00,14,2,3,57.0,73.0,52.0,-5.0,-21.0,,,55.0,0.0,0.0,1.0,3,78.0,78.0,78.0,26.0,26.0,49.0,0
KATL,Atlanta,America/New_York,2022-01-03,2022-01-02,2022-01-02 19:57:00+00:00,14,2,3,57.0,73.0,53.0,-4.0,-20.0,,,55.0,0.0,0.0,1.0,3,78.0,78.0,78.0,25.0,25.0,49.0,0
KATL,Atlanta,America/New_York,2022-01-04,2022-01-03,2022-01-03 19:52:00+00:00,14,3,4,42.0,49.0,47.0,5.0,-2.0,,,28.9,11.0,-0.5000000000000004,0.8660254037844384,1,73.0,75.5,75.5,26.0,28.5,51.0,1
KATL,Atlanta,America/New_York,2022-01-04,2022-01-03,2022-01-03 19:52:00+00:00,14,3,4,42.0,49.0,48.0,6.0,-1.0,,,28.9,11.0,-0.5000000000000004,0.8660254037844384,1,73.0,75.5,75.5,25.0,27.5,51.0,1
KATL,Atlanta,America/New_York,2022-01-04,2022-01-03,2022-01-03 19:52:00+00:00,14,3,4,42.0,49.0,49.0,7.0,0.0,,,28.9,11.0,-0.5000000000000004,0.8660254037844384,1,73.0,75.5,75.5,24.0,26.5,51.0,1
KATL,Atlanta,America/New_York,2022-01-04,2022-01-03,2022-01-03 19:52:00+00:00,14,3,4,42.0,49.0,50.0,8.0,1.0,,,28.9,11.0,-0.5000000000000004,0.8660254037844384,1,73.0,75.5,75.5,23.0,25.5,51.0,1
KATL,Atlanta,America/New_York,2022-01-04,2022-01-03,2022-01-03 19:52:00+00:00,14,3,4,42.0,49.0,51.0,9.0,2.0,,,28.9,11.0,-0.5000000000000004,0.8660254037844384,1,73.0,75.5,75.5,22.0,24.5,51.0,1
KATL,Atlanta,America/New_York,2022-01-04,2022-01-03,2022-01-03 19:52:00+00:00,14,3,4,42.0,49.0,52.0,10.0,3.0,,,28.9,11.0,-0.5000000000000004,0.8660254037844384,1,73.0,75.5,75.5,21.0,23.5,51.0,0
KATL,Atlanta,America/New_York,2022-01-04,2022-01-03,2022-01-03 19:52:00+00:00,14,3,4,42.0,49.0,53.0,11.0,4.0,,,28.9,11.0,-0.5000000000000004,0.8660254037844384,1,73.0,75.5,75.5,20.0,22.5,51.0,0
KATL,Atlanta,America/New_York,2022-01-04,2022-01-03,2022-01-03 19:52:00+00:00,14,3,4,42.0,49.0,54.0,12.0,5.0,,,28.9,11.0,-0.5000000000000004,0.8660254037844384,1,73.0,75.5,75.5,19.0,21.5,51.0,0
KATL,Atlanta,America/New_York,2022-01-04,2022-01-03,2022-01-03 19:52:00+00:00,14,3,4,42.0,49.0,55.0,13.0,6.0,,,28.9,11.0,-0.5000000000000004,0.8660254037844384,1,73.0,75.5,75.5,18.0,20.5,51.0,0
KATL,Atlanta,America/New_York,2022-01-05,2022-01-04,2022-01-04 19:52:00+00:00,14,4,5,51.0,51.0,54.0,3.0,3.0,,,25.0,10.0,0.9396926207859084,-0.3420201433256687,1,49.0,66.66666666666667,66.66666666666667,-5.0,12.666666666666671,58.0,1
KATL,Atlanta,America/New_York,2022-01-05,2022-01-04,2022-01-04 19:52:00+00:00,14,4,5,51.0,51.0,55.0,4.0,4.0,,,25.0,10.0,0.9396926207859084,-0.3420201433256687,1,49.0,66.66666666666667,66.66666666666667,-6.0,11.666666666666671,58.0,1
KATL,Atlanta,America/New_York,2022-01-05,2022-01-04,2022-01-04 19:52:00+00:00,14,4,5,51.0,51.0,56.0,5.0,5.0,,,25.0,10.0,0.9396926207859084,-0.3420201433256687,1,49.0,66.66666666666667,66.66666666666667,-7.0,10.666666666666671,58.0,1
KATL,Atlanta,America/New_York,2022-01-05,2022-01-04,2022-01-04 19:52:00+00:00,14,4,5,51.0,51.0,57.0,6.0,6.0,,,25.0,10.0,0.9396926207859084,-0.3420201433256687,1,49.0,66.66666666666667,66.66666666666667,-8.0,9.666666666666671,58.0,1
KATL,Atlanta,America/New_York,2022-01-05,2022-01-04,2022-01-04 19:52:00+00:00,14,4,5,51.0,51.0,58.0,7.0,7.0,,,25.0,10.0,0.9396926207859084,-0.3420201433256687,1,49.0,66.66666666666667,66.66666666666667,-9.0,8.666666666666671,58.0,1
KATL,Atlanta,America/New_York,2022-01-05,2022-01-04,2022-01-04 19:52:00+00:00,14,4,5,51.0,51.0,59.0,8.0,8.0,,,25.0,10.0,0.9396926207859084,-0.3420201433256687,1,49.0,66.66666666666667,66.66666666666667,-10.0,7.666666666666671,58.0,0
KATL,Atlanta,America/New_York,2022-01-05,2022-01-04,2022-01-04 19:52:00+00:00,14,4,5,51.0,51.0,60.0,9.0,9.0,,,25.0,10.0,0.9396926207859084,-0.3420201433256687,1,49.0,66.66666666666667,66.66666666666667,-11.0,6.666666666666671,58.0,0
KATL,Atlanta,America/New_York,2022-01-05,2022-01-04,2022-01-04 19:52:00+00:00,14,4,5,51.0,51.0,61.0,10.0,10.0,,,25.0,10.0,0.9396926207859084,-0.3420201433256687,1,49.0,66.66666666666667,66.66666666666667,-12.0,5.666666666666671,58.0,0
KATL,Atlanta,America/New_York,2022-01-05,2022-01-04,2022-01-04 19:52:00+00:00,14,4,5,51.0,51.0,62.0,11.0,11.0,,,25.0,10.0,0.9396926207859084,-0.3420201433256687,1,49.0,66.66666666666667,66.66666666666667,-13.0,4.666666666666671,58.0,0
KATL,Atlanta,America/New_York,2022-01-06,2022-01-05,2022-01-05 19:52:00+00:00,14,5,6,58.0,58.0,59.0,1.0,1.0,,6.0,41.0,11.0,-1.0,-1.8369701987210294e-16,2,51.0,57.666666666666664,62.75,-8.0,3.75,63.0,1
KATL,Atlanta,America/New_York,2022-01-06,2022-01-05,2022-01-05 19:52:00+00:00,14,5,6,58.0,58.0,60.0,2.0,2.0,,6.0,41.0,11.0,-1.0,-1.8369701987210294e-16,2,51.0,57.666666666666664,62.75,-9.0,2.75,63.0,1
KATL,Atlanta,America/New_York,2022-01-06,2022-01-05,2022-01-05 19:52:00+00:00,14,5,6,58.0,58.0,61.0,3.0,3.0,,6.0,41.0,11.0,-1.0,-1.8369701987210294e-16,2,51.0,57.666666666666664,62.75,-10.0,1.75,63.0,1
KATL,Atlanta,America/New_York,2022-01-06,2022-01-05,2022-01-05 19:52:00+00:00,14,5,6,58.0,58.0,62.0,4.0,4.0,,6.0,41.0,11.0,-1.0,-1.8369701987210294e-16,2,51.0,57.666666666666664,62.75,-11.0,0.75,63.0,1
KATL,Atlanta,America/New_York,2022-01-06,2022-01-05,2022-01-05 19:52:00+00:00,14,5,6,58.0,58.0,63.0,5.0,5.0,,6.0,41.0,11.0,-1.0,-1.8369701987210294e-16,2,51.0,57.666666666666664,62.75,-12.0,-0.25,63.0,1
KATL,Atlanta,America/New_York,2022-01-06,2022-01-05,2022-01-05 19:52:00+00:00,14,5,6,58.0,58.0,64.0,6.0,6.0,,6.0,41.0,11.0,-1.0,-1.8369701987210294e-16,2,51.0,57.666666666666664,62.75,-13.0,-1.25,63.0,0
KATL,Atlanta,America/New_York,2022-01-06,2022-01-05,2022-01-05 19:52:00+00:00,14,5,6,58.0,58.0,65.0,7.0,7.0,,6.0,41.0,11.0,-1.0,-1.8369701987210294e-16,2,51.0,57.666666666666664,62.75,-14.0,-2.25,63.0,0
KATL,Atlanta,America/New_York,2022-01-06,2022-01-05,2022-01-05 19:52:00+00:00,14,5,6,58.0,58.0,66.0,8.0,8.0,,6.0,41.0,11.0,-1.0,-1.8369701987210294e-16,2,51.0,57.666666666666664,62.75,-15.0,-3.25,63.0,0
KATL,Atlanta,America/New_York,2022-01-06,2022-01-05,2022-01-05 19:52:00+00:00,14,5,6,58.0,58.0,67.0,9.0,9.0,,6.0,41.0,11.0,-1.0,-1.8369701987210294e-16,2,51.0,57.666666666666664,62.75,-16.0,-4.25,63.0,0
KATL,Atlanta,America/New_York,2022-01-07,2022-01-06,2022-01-06 19:52:00+00:00,14,6,7,63.0,63.0,48.0,-15.0,-15.0,,,46.0,8.0,1.2246467991473532e-16,-1.0,2,58.0,52.666666666666664,61.8,10.0,13.799999999999997,52.0,1
KATL,Atlanta,America/New_York,2022-01-07,2022-01-06,2022-01-06 19:52:00+00:00,14,6,7,63.0,63.0,49.0,-14.0,-14.0,,,46.0,8.0,1.2246467991473532e-16,-1.0,2,58.0,52.666666666666664,61.8,9.0,12.799999999999997,52.0,1
KATL,Atlanta,America/New_York,2022-01-07,2022-01-06,2022-01-06 19:52:00+00:00,14,6,7,63.0,63.0,50.0,-13.0,-13.0,,,46.0,8.0,1.2246467991473532e-16,-1.0,2,58.0,52.666666666666664,61.8,8.0,11.799999999999997,52.0,1
KATL,Atlanta,America/New_York,2022-01-07,2022-01-06,2022-01-06 19:52:00+00:00,14,6,7,63.0,63.0,51.0,-12.0,-12.0,,,46.0,8.0,1.2246467991473532e-16,-1.0,2,58.0,52.666666666666664,61.8,7.0,10.799999999999997,52.0,1
KATL,Atlanta,America/New_York,2022-01-07,2022-01-06,2022-01-06 19:52:00+00:00,14,6,7,63.0,63.0,52.0,-11.0,-11.0,,,46.0,8.0,1.2246467991473532e-16,-1.0,2,58.0,52.666666666666664,61.8,6.0,9.799999999999997,52.0,1
KATL,Atlanta,America/New_York,2022-01-07,2022-01-06,2022-01-06 19:52:00+00:00,14,6,7,63.0,63.0,53.0,-10.0,-10.0,,,46.0,8.0,1.2246467991473532e-16,-1.0,2,58.0,52.666666666666664,61.8,5.0,8.799999999999997,52.0,0
KATL,Atlanta,America/New_York,2022-01-07,2022-01-06,2022-01-06 19:52:00+00:00,14,6,7,63.0,63.0,54.0,-9.0,-9.0,,,46.0,8.0,1.2246467991473532e-16,-1.0,2,58.0,52.666666666666664,61.8,4.0,7.799999999999997,52.0,0
KATL,Atlanta,America/New_York,2022-01-07,2022-01-06,2022-01-06 19:52:00+00:00,14,6,7,63.0,63.0,55.0,-8.0,-8.0,,,46.0,8.0,1.2246467991473532e-16,-1.0,2,58.0,52.666666666666664,61.8,3.0,6.799999999999997,52.0,0
KATL,Atlanta,America/New_York,2022-01-07,2022-01-06,2022-01-06 19:52:00+00:00,14,6,7,63.0,63.0,56.0,-7.0,-7.0,,,46.0,8.0,1.2246467991473532e-16,-1.0,2,58.0,52.666666666666664,61.8,2.0,5.799999999999997,52.0,0
KATL,Atlanta,America/New_York,2022-01-08,2022-01-07,2022-01-07 19:52:00+00:00,14,7,8,40.0,52.0,48.0,8.0,-4.0,,,16.0,5.0,,,2,63.0,57.333333333333336,62.0,15.0,14.0,52.0,1
KATL,Atlanta,America/New_York,2022-01-08,2022-01-07,2022-01-07 19:52:00+00:00,14,7,8,40.0,52.0,49.0,9.0,-3.0,,,16.0,5.0,,,2,63.0,57.333333333333336,62.0,14.0,13.0,52.0,1
KATL,Atlanta,America/New_York,2022-01-08,2022-01-07,2022-01-07 19:52:00+00:00,14,7,8,40.0,52.0,50.0,10.0,-2.0,,,16.0,5.0,,,2,63.0,57.333333333333336,62.0,13.0,12.0,52.0,1
KATL,Atlanta,America/New_York,2022-01-08,2022-01-07,2022-01-07 19:52:00+00:00,14,7,8,40.0,52.0,51.0,11.0,-1.0,,,16.0,5.0,,,2,63.0,57.333333333333336,62.0,12.0,11.0,52.0,1
KATL,Atlanta,America/New_York,2022-01-08,2022-01-07,2022-01-07 19:52:00+00:00,14,7,8,40.0,52.0,52.0,12.0,0.0,,,16.0,5.0,,,2,63.0,57.333333333333336,62.0,11.0,10.0,52.0,1
KATL,Atlanta,America/New_York,2022-01-08,2022-01-07,2022-01-07 19:52:00+00:00,14,7,8,40.0,52.0,53.0,13.0,1.0,,,16.0,5.0,,,2,63.0,57.333333333333336,62.0,10.0,9.0,52.0,0
KATL,Atlanta,America/New_York,2022-01-08,2022-01-07,2022-01-07 19:52:00+00:00,14,7,8,40.0,52.0,54.0,14.0,2.0,,,16.0,5.0,,,2,63.0,57.333333333333336,62.0,9.0,8.0,52.0,0
KATL,Atlanta,America/New_York,2022-01-08,2022-01-07,2022-01-07 19:52:00+00:00,14,7,8,40.0,52.0,55.0,15.0,3.0,,,16.0,5.0,,,2,63.0,57.333333333333336,62.0,8.0,7.0,52.0,0
KATL,Atlanta,America/New_York,2022-01-08,2022-01-07,2022-01-07 19:52:00+00:00,14,7,8,40.0,52.0,56.0,16.0,4.0,,,16.0,5.0,,,2,63.0,57.333333333333336,62.0,7.0,6.0,52.0,0
KATL,Atlanta,America/New_York,2022-01-09,2022-01-08,2022-01-08 19:52:00+00:00,14,8,9,52.0,52.0,60.0,8.0,8.0,,,21.9,8.0,0.984807753012208,-0.1736481776669303,1,52.0,57.666666666666664,60.57142857142857,-8.0,0.5714285714285694,64.0,1
KATL,Atlanta,America/New_York,2022-01-09,2022-01-08,2022-01-08 19:52:00+00:00,14,8,9,52.0,52.0,61.0,9.0,9.0,,,21.9,8.0,0.984807753012208,-0.1736481776669303,1,52.0,57.666666666666664,60.57142857142857,-9.0,-0.4285714285714306,64.0,1
KATL,Atlanta,America/New_York,2022-01-09,2022-01-08,2022-01-08 19:52:00+00:00,14,8,9,52.0,52.0,62.0,10.0,10.0,,,21.9,8.0,0.984807753012208,-0.1736481776669303,1,52.0,57.666666666666664,60.57142857142857,-10.0,-1.4285714285714306,64.0,1
KATL,Atlanta,America/New_York,2022-01-09,2022-01-08,2022-01-08 19:52:00+00:00,14,8,9,52.0,52.0,63.0,11.0,11.0,,,21.9,8.0,0.984807753012208,-0.1736481776669303,1,52.0,57.666666666666664,60.57142857142857,-11.0,-2.4285714285714306,64.0,1
KATL,Atlanta,America/New_York,2022-01-09,2022-01-08,2022-01-08 19:52:00+00:00,14,8,9,52.0,52.0,64.0,12.0,12.0,,,21.9,8.0,0.984807753012208,-0.1736481776669303,1,52.0,57.666666666666664,60.57142857142857,-12.0,-3.4285714285714306,64.0,1
KATL,Atlanta,America/New_York,2022-01-09,2022-01-08,2022-01-08 19:52:00+00:00,14,8,9,52.0,52.0,65.0,13.0,13.0,,,21.9,8.0,0.984807753012208,-0.1736481776669303,1,52.0,57.666666666666664,60.57142857142857,-13.0,-4.428571428571431,64.0,0
KATL,Atlanta,America/New_York,2022-01-09,2022-01-08,2022-01-08 19:52:00+00:00,14,8,9,52.0,52.0,66.0,14.0,14.0,,,21.9,8.0,0.984807753012208,-0.1736481776669303,1,52.0,57.666666666666664,60.57142857142857,-14.0,-5.428571428571431,64.0,0
KATL,Atlanta,America/New_York,2022-01-09,2022-01-08,2022-01-08 19:52:00+00:00,14,8,9,52.0,52.0,67.0,15.0,15.0,,,21.9,8.0,0.984807753012208,-0.1736481776669303,1,52.0,57.666666666666664,60.57142857142857,-15.0,-6.428571428571431,64.0,0
KATL,Atlanta,America/New_York,2022-01-09,2022-01-08,2022-01-08 19:52:00+00:00,14,8,9,52.0,52.0,68.0,16.0,16.0,,,21.9,8.0,0.984807753012208,-0.1736481776669303,1,52.0,57.666666666666664,60.57142857142857,-16.0,-7.428571428571431,64.0,0
KATL,Atlanta,America/New_York,2022-01-10,2022-01-09,2022-01-09 19:52:00+00:00,14,9,10,64.0,64.0,48.0,-16.0,-16.0,,,53.0,7.0,-0.3420201433256686,-0.9396926207859084,2,52.0,55.666666666666664,56.857142857142854,4.0,8.857142857142854,52.0,1
KATL,Atlanta,America/New_York,2022-01-10,2022-01-09,2022-01-09 19:52:00+00:00,14,9,10,64.0,64.0,49.0,-15.0,-15.0,,,53.0,7.0,-0.3420201433256686,-0.9396926207859084,2,52.0,55.666666666666664,56.857142857142854,3.0,7.857142857142854,52.0,1
KATL,Atlanta,America/New_York,2022-01-10,2022-01-09,2022-01-09 19:52:00+00:00,14,9,10,64.0,64.0,50.0,-14.0,-14.0,,,53.0,7.0,-0.3420201433256686,-0.9396926207859084,2,52.0,55.666666666666664,56.857142857142854,2.0,6.857142857142854,52.0,1
KATL,Atlanta,America/New_York,2022-01-10,2022-01-09,2022-01-09 19:52:00+00:00,14,9,10,64.0,64.0,51.0,-13.0,-13.0,,,53.0,7.0,-0.3420201433256686,-0.9396926207859084,2,52.0,55.666666666666664,56.857142857142854,1.0,5.857142857142854,52.0,1
KATL,Atlanta,America/New_York,2022-01-10,2022-01-09,2022-01-09 19:52:00+00:00,14,9,10,64.0,64.0,52.0,-12.0,-12.0,,,53.0,7.0,-0.3420201433256686,-0.9396926207859084,2,52.0,55.666666666666664,56.857142857142854,0.0,4.857142857142854,52.0,1
KATL,Atlanta,America/New_York,2022-01-10,2022-01-09,2022-01-09 19:52:00+00:00,14,9,10,64.0,64.0,53.0,-11.0,-11.0,,,53.0,7.0,-0.3420201433256686,-0.9396926207859084,2,52.0,55.666666666666664,56.857142857142854,-1.0,3.857142857142854,52.0,0
KATL,Atlanta,America/New_York,2022-01-10,2022-01-09,2022-01-09 19:52:00+00:00,14,9,10,64.0,64.0,54.0,-10.0,-10.0,,,53.0,7.0,-0.3420201433256686,-0.9396926207859084,2,52.0,55.666666666666664,56.857142857142854,-2.0,2.857142857142854,52.0,0
KATL,Atlanta,America/New_York,2022-01-10,2022-01-09,2022-01-09 19:52:00+00:00,14,9,10,64.0,64.0,55.0,-9.0,-9.0,,,53.0,7.0,-0.3420201433256686,-0.9396926207859084,2,52.0,55.666666666666664,56.857142857142854,-3.0,1.857142857142854,52.0,0
KATL,Atlanta,America/New_York,2022-01-10,2022-01-09,2022-01-09 19:52:00+00:00,14,9,10,64.0,64.0,56.0,-8.0,-8.0,,,53.0,7.0,-0.3420201433256686,-0.9396926207859084,2,52.0,55.666666666666664,56.857142857142854,-4.0,0.8571428571428541,52.0,0
KATL,Atlanta,America/New_York,2022-01-11,2022-01-10,2022-01-10 19:52:00+00:00,14,10,11,51.0,52.0,47.0,-4.0,-5.0,,,14.0,17.0,-0.5000000000000004,0.8660254037844384,1,64.0,56.0,55.57142857142857,17.0,8.57142857142857,51.0,1
KATL,Atlanta,America/New_York,2022-01-11,2022-01-10,2022-01-10 19:52:00+00:00,14,10,11,51.0,52.0,48.0,-3.0,-4.0,,,14.0,17.0,-0.5000000000000004,0.8660254037844384,1,64.0,56.0,55.57142857142857,16.0,7.571428571428569,51.0,1
KATL,Atlanta,America/New_York,2022-01-11,2022-01-10,2022-01-10 19:52:00+00:00,14,10,11,51.0,52.0,49.0,-2.0,-3.0,,,14.0,17.0,-0.5000000000000004,0.8660254037844384,1,64.0,56.0,55.57142857142857,15.0,6.571428571428569,51.0,1
KATL,Atlanta,America/New_York,2022-01-11,2022-01-10,2022-01-10 19:52:00+00:00,14,10,11,51.0,52.0,50.0,-1.0,-2.0,,,14.0,17.0,-0.5000000000000004,0.8660254037844384,1,64.0,56.0,55.57142857142857,14.0,5.571428571428569,51.0,1
KATL,Atlanta,America/New_York,2022-01-11,2022-01-10,2022-01-10 19:52:00+00:00,14,10,11,51.0,52.0,51.0,0.0,-1.0,,,14.0,17.0,-0.5000000000000004,0.8660254037844384,1,64.0,56.0,55.57142857142857,13.0,4.571428571428569,51.0,1
KATL,Atlanta,America/New_York,2022-01-11,2022-01-10,2022-01-10 19:52:00+00:00,14,10,11,51.0,52.0,52.0,1.0,0.0,,,14.0,17.0,-0.5000000000000004,0.8660254037844384,1,64.0,56.0,55.57142857142857,12.0,3.5714285714285694,51.0,0
KATL,Atlanta,America/New_York,2022-01-11,2022-01-10,2022-01-10 19:52:00+00:00,14,10,11,51.0,52.0,53.0,2.0,1.0,,,14.0,17.0,-0.5000000000000004,0.8660254037844384,1,64.0,56.0,55.57142857142857,11.0,2.5714285714285694,51.0,0
KATL,Atlanta,America/New_York,2022-01-11,2022-01-10,2022-01-10 19:52:00+00:00,14,10,11,51.0,52.0,54.0,3.0,2.0,,,14.0,17.0,-0.5000000000000004,0.8660254037844384,1,64.0,56.0,55.57142857142857,10.0,1.5714285714285694,51.0,0
KATL,Atlanta,America/New_York,2022-01-11,2022-01-10,2022-01-10 19:52:00+00:00,14,10,11,51.0,52.0,55.0,4.0,3.0,,,14.0,17.0,-0.5000000000000004,0.8660254037844384,1,64.0,56.0,55.57142857142857,9.0,0.5714285714285694,51.0,0
KATL,Atlanta,America/New_York,2022-01-12,2022-01-11,2022-01-11 19:52:00+00:00,14,11,12,50.0,50.0,51.0,1.0,1.0,,,17.1,5.0,0.8660254037844386,0.5000000000000001,0,52.0,56.0,56.0,1.0,5.0,55.0,1
KATL,Atlanta,America/New_York,2022-01-12,2022-01-11,2022-01-11 19:52:00+00:00,14,11,12,50.0,50.0,52.0,2.0,2.0,,,17.1,5.0,0.8660254037844386,0.5000000000000001,0,52.0,56.0,56.0,0.0,4.0,55.0,1
KATL,Atlanta,America/New_York,2022-01-12,2022-01-11,2022-01-11 19:52:00+00:00,14,11,12,50.0,50.0,53.0,3.0,3.0,,,17.1,5.0,0.8660254037844386,0.5000000000000001,0,52.0,56.0,56.0,-1.0,3.0,55.0,1
KATL,Atlanta,America/New_York,2022-01-12,2022-01-11,2022-01-11 19:52:00+00:00,14,11,12,50.0,50.0,54.0,4.0,4.0,,,17.1,5.0,0.8660254037844386,0.5000000000000001,0,52.0,56.0,56.0,-2.0,2.0,55.0,1
KATL,Atlanta,America/New_York,2022-01-12,2022-01-11,2022-01-11 19:52:00+00:00,14,11,12,50.0,50.0,55.0,5.0,5.0,,,17.1,5.0,0.8660254037844386,0.5000000000000001,0,52.0,56.0,56.0,-3.0,1.0,55.0,1
KATL,Atlanta,America/New_York,2022-01-12,2022-01-11,2022-01-11 19:52:00+00:00,14,11,12,50.0,50.0,56.0,6.0,6.0,,,17.1,5.0,0.8660254037844386,0.5000000000000001,0,52.0,56.0,56.0,-4.0,0.0,55.0,0
KATL,Atlanta,America/New_York,2022-01-12,2022-01-11,2022-01-11 19:52:00+00:00,14,11,12,50.0,50.0,57.0,7.0,7.0,,,17.1,5.0,0.8660254037844386,0.5000000000000001,0,52.0,56.0,56.0,-5.0,-1.0,55.0,0
KATL,Atlanta,America/New_York,2022-01-12,2022-01-11,2022-01-11 19:52:00+00:00,14,11,12,50.0,50.0,58.0,8.0,8.0,,,17.1,5.0,0.8660254037844386,0.5000000000000001,0,52.0,56.0,56.0,-6.0,-2.0,55.0,0
KATL,Atlanta,America/New_York,2022-01-12,2022-01-11,2022-01-11 19:52:00+00:00,14,11,12,50.0,50.0,59.0,9.0,9.0,,,17.1,5.0,0.8660254037844386,0.5000000000000001,0,52.0,56.0,56.0,-7.0,-3.0,55.0,0
KATL,Atlanta,America/New_York,2022-01-13,2022-01-12,2022-01-12 19:52:00+00:00,14,12,13,54.0,54.0,54.0,0.0,0.0,,,21.9,5.0,-0.6427876096865393,-0.766044443118978,2,51.0,55.666666666666664,56.0,-3.0,2.0,58.0,1
KATL,Atlanta,America/New_York,2022-01-13,2022-01-12,2022-01-12 19:52:00+00:00,14,12,13,54.0,54.0,55.0,1.0,1.0,,,21.9,5.0,-0.6427876096865393,-0.766044443118978,2,51.0,55.666666666666664,56.0,-4.0,1.0,58.0,1
KATL,Atlanta,America/New_York,2022-01-13,2022-01-12,2022-01-12 19:52:00+00:00,14,12,13,54.0,54.0,56.0,2.0,2.0,,,21.9,5.0,-0.6427876096865393,-0.766044443118978,2,51.0,55.666666666666664,56.0,-5.0,0.0,58.0,1
KATL,Atlanta,America/New_York,2022-01-13,2022-01-12,2022-01-12 19:52:00+00:00,14,12,13,54.0,54.0,57.0,3.0,3.0,,,21.9,5.0,-0.6427876096865393,-0.766044443118978,2,51.0,55.666666666666664,56.0,-6.0,-1.0,58.0,1
